	댓글번호	댓글내용	답글수	코사인유사도	유클리디언	norm유클	맨해튼	norm맨해
39	40	저는 그랜져HG 2002년식을 타다가 엔진쇼트(엔진하부 교체) 리콜을 받았는데, 그 이후에 엔진 실화(엔진에 점화가 잘 안되는 것)가 발생해서 다시 갔더니... 자신들의 과실이 아니라고 무상수리를 해 주지 않으면서 매우 고압적으로 대하더군요. 어쩔수 없어서 아직도 그냥 타고 있습니다.	2.0	0.049107052906844036	1.3790525349624332	0.057897035287166915	23.062523730670534	0.9682384944690532
0	1	국토부 담당부서, 관련 전문가(대학교수) 들이 다 현대기아차에 기생하는 구조니깐 그렇지 뭐. 전문가들은 연구지원비로 기생하고, 국토부는 문제 해결능력이 없어서 현대차 IR팀에서 불러주는데로 발표하니깐	3.0	0.02938591144298425	1.3932796478503633	0.06164701083183018	22.240638677166245	0.9840586529441252
35	36	만일 사실이라면 현대차는 국토부에서 법적조치 해야함..왜냐면 동일 차량 동일 문제 리콜은 국내나 미국 모두 같이 사행하지않으면 처벌받도록 되어있음	0.0	0.029188116467912705	1.3934216042046181	0.06291095190636367	21.85018036738508	0.9865037559989562
8	9	시간 내서  갔다가  헛탕   이건  좀  아니라고  본다.  주행중  경고등  안  뜨면  해당  안된다고.   사고가  터져야  앗 뜨거  하는   아주  잘못된  기업정신을  가진 기업이라고  생각됨	1.0	0.023853262507269563	1.397244958833439	0.06152660316702586	22.409563444880927	0.986787827361799
15	16	대한민국 자동차  업계 독점기업의 배짱장사지     제품에  근본적으로 문제가 있지만  검사해서  이상없으면   비용은  구매자가  구매해야하는것이  정상이냐    에라이   나쁜 시키들아~~	0.0	0.023608274403925787	1.3974202843783772	0.0628015754860622	21.98164364344896	0.9878787849396667
5	6	국내법이 자동차산업 보호한다고 하면서 봐주기식 하고있어서 그럼 문제 있는부분은 리콜해서 강제 규정해야지 국내as는 리콜보다는 대부분 무상수리 권고정도 강제성이 없는 법	0.0	0.017576449547303377	1.401730038525748	0.06263143762464131	22.17092880060134	0.9906309389757283
29	30	점검을 해서 유상전환 될수 있다면 점검하지말고 찾아내던지..니들이 와서 점검해라..내가 가서 유상수리로 밝혀지면 차량 이동에  따른 타이어 및 차체소모비용과 기름갑도 내놓아라, .니들 통지문에 불들어오면 가야되는것처럼 낚았으니..	0.0	0.015179213221884945	1.403439194819722	0.0608560185604548	22.852496508355845	0.990931389687955
2	3	이렇게 자국민 호구로 보는 제조사가 있나?? 그런데도 국산차 사야되고... 현대차 사야 애국자라는 마인드는 대체 뭐여....위에있는 내용 말고도 내외수 차별은 지금 나오는 신차에도 심각한 수준이다.  대체 정부는 뭐하는건지.. 왜 존재하는지 모르겠다	1.0	0.01154259487840336	1.406028026122947	0.060421032733329244	23.091265601012346	0.9922975138553769
31	32	기자가 문의해도 저란데..일반이라면 어떻게 대응할지 뻔하지..후속 기사 요청 합니다.	0.0	0.010323864646429662	1.4068945485384243	0.06610698748274411	21.19255258246975	0.9957930462891872
30	31	저도 오늘 전화로 문의하니 경고등 들어오면 와서 수리하라는 답변 받았어요  그런데 너무 찝찝하네요  ㅠㅠ	0.0	0.008831734786966498	1.4079547330884132	0.06481625890485065	21.63269399200847	0.9958773969385644
28	29	차가 한번쯤고장이  나야 알수있다  얼마나웃긴 현대차 인지벽에다 대고 얘기  하는 기분  사는사람이 잘못이다는  현대차 사람들  욕나온다	0.0	0.013473243378022326	1.4046542326294944	0.0643113542773978	21.751913408977085	0.9958998997477864
19	20	현대차 브래이크는 사람잡는다....	0.0	0.013414549197433337	1.4046960175088195	0.07123918536232916	19.658329731895247	0.9969725678926055
1	2	현대차가 현대차 했네... ㅋㅋㅋ	0.0	0.011341400558827876	1.4061711129454866	0.07035297918557332	19.927676260643832	0.9970133650699352
11	12	현대차 하는게 저 수준이지 머 ㅋㅋ	0.0	0.011341400558827876	1.4061711129454866	0.07035297918557332	19.927676260643832	0.9970133650699352
17	18	현대차 주식 매도해야겠네...망할 징조.....	0.0	0.010004154833365248	1.407121775232433	0.06957427950189703	20.165045904550414	0.9970484180020724
9	10	좋은기사 입니다~^^	0.0	0.008649054544710788	1.408084475772166	0.07258174798584088	19.37014245716905	0.9984619690555733
4	5	좋은 기사입니다소비자의 입장에서 잘 말씀해주셨습니다	0.0	0.005668853462015332	1.4101993806111128	0.07055386613048643	19.957718659712043	0.9985071827056272
21	22	베타테스터께 드리는 푸짐한 선물이라 생각하고 받으시죵~호갱님~	0.0	0.00416151174280734	1.411267861362393	0.06838649463316024	20.606807944023988	0.9985541366400296
12	13	이런데도 대한항공 아시아나 독점체제를 만드는 현기를 만든 핵대중의 전라공산당	0.0	0.003639547395421469	1.4116376678203066	0.06724529017152978	20.962527111250836	0.9985786370387795
33	34	어째 좃선에서 이런기사 내나 했더니....지 차가 걸린 문제 였구만... ㅋㅋㅋ	0.0	0.0034428001932036685	1.4117770360838109	0.06673417422550192	21.125395698825944	0.9985895797389969
