,댓글번호,댓글내용,답글수,코사인유사도,유클리디언,norm유클,맨해튼,norm맨해
9,10,주주들이 싫다고 하는데 정부가 뭔 권리로 합친다고 결정을 하냐?정부는 지난 11월 16일 산업경쟁력 강화 관계장관회의를 열고 대한항공과 아시아나항공을 합치기로 했다.,0.0,0.0967666674271919,1.3440486096661874,0.05611991622839455,22.929116393758353,0.9573910362724282
0,1,대한항공 빚 23조 ㄷㄷ,12.0,0.07029568301229004,1.3636013471595776,0.06394725962660541,21.011026321141223,0.9853301758451835
60,61,대한항공 직원들 개시아나 직원들한테 욕하고 갑질해도 쌉인정 ~,0.0,0.04362898960551684,1.3830191686267264,0.06217974148573903,21.929462134201774,0.985935927251067
40,41,한진은 아시아나 인수 포기하고 손떼라,0.0,0.04137518893283886,1.384647833253757,0.06381623104203338,21.464455810564818,0.9892628568086633
36,37,그냥  우리말  대한항공. 영문  코리아에어.  진에어  에어부산  에어서울은 우리말  서울항공   영문   서울에어로하세요.,0.0,0.028260967211144856,1.3940868213915893,0.06172568075814099,22.27238258427472,0.9861494678988638
39,40,아부지가 키워논 그룹 자식이 말아먹는구나..경영권 유지가뭐길래 독배를마시려고하는가..,0.0,0.020130171639469313,1.399907017169733,0.06282110477097193,22.128996622430414,0.9930431080378193
24,25,"조원태는 깜이 아니다, 합치고 나중에 조원태 팽~당하고 누구에게 갈까?",0.0,0.018909929011815645,1.4007784057360273,0.062378034630609196,22.301249152463573,0.9930964713917699
14,15,"조원태. 음주운전도 했고, 무슨이유였는지 학사도 반납하지 않았나. 이런 사람이 항공사오너라니",0.0,0.017887693216262525,1.4015079784173448,0.06196113781181561,22.464117740038695,0.9931461800761289
59,60,뭐하는짓니냐? 어느놈이 주동자냐? 세금으로 부도덕한 한진그룹 밀어주는게? 자유로운 자본시장에 왜 정부가 끼여드노? 당장 그만두지 못할까?,0.0,0.015272213066527537,1.4033729275808826,0.060570934585835894,23.014224138597083,0.9933162008801613
4,5,기자도 정부 돈 받고 기사쓰나??,0.0,0.014694521731862796,1.4037845121443202,0.06552238164069187,21.347159772595496,0.9963899284144784
20,21,"산은 이동걸이 쇼하는거다, 부채만 합쳐서 34조인데 국민혈세 투입하겠다고 하는거",0.0,0.014583551005029581,1.4038635610307484,0.06263401853627375,22.297718090503164,0.9948229492984071
13,14,ㅋㅋㅋ  정권 바뀌면 그때는 전정권에서 한거라 나몰라라 할 정부 결국 세금걷어서 싸가지 없는 집구석 구제해주는 꼴 차라리 대표를 새인물로 교체하는게 낫지안을까? 아님 아시아나 없애고 그돈 복지나 집값이나 잡아줘라.,0.0,0.014041798393558628,1.40424940919086,0.05731972958669311,24.305069301756017,0.9921029632230481
8,9,세금으로 재벌 똥 닦아주는 이번 밀실야합을 규탄한다. 개인적으로 통합에 반대하지 않는다 다만 그 방법에 있어서 한진칼의 지분경쟁을 이용한 더러운 산업은행을 행위에 분노한다.,1.0,0.012792614754721914,1.4051387015133254,0.05884108653900433,23.72548594196051,0.9935199777696798
15,16,노조는 몇개냐 찬성한다는 노조는 모냐,1.0,0.012267953099838582,1.405512039720871,0.06563915589559835,21.374056547910765,0.9981949568701511
16,17,코리아나 항공?? 지들끼리 신났네. 아시아나 혼자 파산해야한다.,0.0,0.0112173714427836,1.4062593136098451,0.06376216398515333,21.977445605344982,0.9964943713443629
38,39,대한항공이 인수하는데왜 쓰러져가는 회사이름을 같이 넣어요?기자님아!,0.0,0.010787265035484751,1.4065651317763508,0.06372162106288405,21.996249056907455,0.9964960850685698
23,24,아 그냥 아시아나 걸르지;,0.0,0.008685552096616473,1.4080585555319662,0.06656742268762378,21.113716148602823,0.9981727406496695
49,50,아시아나를 왜 대한항공에 앵기냐?????,0.0,0.008685552096616473,1.4080585555319662,0.06656742268762378,21.11371614860282,0.9981727406496691
51,52,코리아나항공? 80년대 갬성인가요,0.0,0.008685552096616473,1.4080585555319662,0.06656742268762378,21.113716148602823,0.9981727406496695
33,34,"국가가 뒷배  바주나? 구조조정을 확 하고 해도 될까말깐데,  구조조정없이 한다고?  세금이 남아도나?",0.0,0.008488926641856688,1.408198191561216,0.06190685673878358,22.669703196747736,0.9965998227535666
56,57,"존나 골때리는게 부채 12조짜리 회사 인수못해서 안달난게 대한항공이라는점임, 가만보면 아시아나항공은 존나 느긋한데경영권때문에 개 쫄리니까 똥마려운 강아지ㅅㄲ 마냥 감정팔이에 10만일자리 운운하며 지가 더 급해 아주 ㅋㅋㅋㅋㅋ",0.0,0.008424194772527609,1.4082441586795018,0.058642681726292216,23.897942384767557,0.9951679334479216
31,32,지금 상황에서 실업자 더 늘면 더 큰 재앙이죠 코리아나 항공 좋네  땅콩한테만 안가면 된다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0.0,0.0073478551133836075,1.4090082646220472,0.06192351033607728,22.67669566919366,0.9966021022850828
21,22,총수일가를 도와야지  그럼 아시아나 망하게 하니 박용진 ᆢ그럼 다른곳과 합병해봐  누가 적자난 항공 처 떠안을 기업 어딨나 ᆢ나라에서 적자이시아나 살리는조건으로 빅딜 처하는거지 누가 모르니  ㆍ대한항공이 더힘들어 모르면 가민히나 있지 박ᆢ 박은 요즘 말이 엄청많아 ᆢ입닫고 좀살지 남극이랑 계모아라,0.0,0.0067369687789335265,1.4094417556047232,0.05564257879550685,25.214278954864874,0.9954207032244555
52,53,살릴거면 바로 대한항공으로 들어가지 뭔 한진칼에 투자해서 다시 내리냐 한국 특 - 윗놈들 챙겨주기 계단식 수수료충들 오지게 많음 한진칼에서 내릴때 또 나눠먹고 대한항공에서 또 나눠먹고 지들끼리 나랏돈으로 보너스챙기기,0.0,0.00555825087412268,1.4102778088914776,0.05868767926273755,23.952875409957592,0.9967813863460497
22,23,"산은은 살고, 대항은 죽고, 국민은 이러나 저러나 죽겠구나",0.0,0.005018775441294983,1.4106602883463508,0.06338829908252194,22.215618598857063,0.9982632159429194
27,28,놀리듯 말하는 '코리아나'라는 단어를 기사제목으로 쓰다니ㅡㅡ 기자 제정신인가???,0.0,0.004714549335240233,1.4108759340670318,0.06291104500023982,22.387871128890215,0.9982765557487177
5,6,어디서 이름을 마음대로 바꾸노 기자. 대한항공이다. 망하는회사 이름은 꺼라 부정탄다,0.0,0.004459689515968972,1.4110565619308328,0.06246545506083822,22.550739716465326,0.9982889817116717
17,18,한진에서 쫄리는지 겁나 언플하네나랏돈으로 아시아나 먹는 특혜주려고 두리뭉실 넘어가려다 걸리는게 많지?,0.0,0.004242143557862423,1.4112107258961275,0.06204690389578155,22.705606101503665,0.9983006320908363
3,4,이런 큰사업을하는데 실사한번않한다고?,1.0,0.0,1.4142135623730927,0.06678397475883226,21.175941795618485,0.9999999999999954
50,51,10년 뒤... 다규 만들어 지고... 15년두 영화블랙머니 & 블랙 플라잉,0.0,0.0,1.414213562373093,0.06349646925887784,22.27231811279576,0.9999999999999934
45,46,시 ㅂㅏ ㄹ ㅜㅜㅠ정부 생각없는듯 하,0.0,0.0,1.4142135623730927,0.06678397475883226,21.17594179561846,0.9999999999999949
46,47,"예전 하나은행의  론스타  밀어주기식으로 누이좋고 매부 좋은격 되는거 아냐?  골치덩어리 떠넘겨좋구, 뒷돈받아 더 좋구, 한진은 명실상부 대마불사가 되기에 걔들도 좋구.  국민들 세금만 꼬라박는 격이될거 같은데,",0.0,0.0,1.4142135623730925,0.05855792325270427,24.150678231365912,0.9999999999999948
47,48,대한아시나요항공,0.0,0.0,1.4142135623730927,0.0691753621265032,20.443890988049617,1.0000000000000018
48,49,이씨 아이씨  증자참여 하는돈이 당신돈이가?꼬롭한시키,0.0,0.0,1.4142135623730927,0.0645954857205506,21.893380730832767,0.9999999999999928
7,8,혈세투입하는데 국민들의견은 개무시군,0.0,0.0,1.4142135623730927,0.06678397475883226,21.175941795618485,0.9999999999999952
6,7,아시아나가 전라도 기업이니까 저딴 말도 안되는 특혜를 받는거야. 조만간 대한항공도 파산법원 문을 두드릴거다.,0.0,0.0,1.414213562373093,0.06135565217609335,23.049442263513544,0.9999999999999866
58,59,회사는 빚더미인데 관련인들은   잘먹잘산다 니들이다 해먹고있군,0.0,0.0,1.4142135623730927,0.0645954857205506,21.893380730832767,0.9999999999999922
2,3,빚이 저만큼 많은데 오너일가는 잘산다는게 정말 아이러니지,5.0,0.0,1.4142135623730927,0.06402156916908504,22.089642299114153,1.0000000000000029
44,45,비행기 현금주고 못사요빛내서 사는게 맞아요,0.0,0.0,1.414213562373093,0.06523137634256347,21.67995896554937,0.9999999999999932
54,55,적당히해라진짜,0.0,0.0,1.4142135623730927,0.0691753621265032,20.443890988049617,1.0000000000000018
55,56,기사 참 자극적이네...,0.0,0.0,1.414213562373093,0.0678016336026289,20.85810455042269,1.0000000000000058
57,58,가처분신청 기각도 안 되었는데 이런 기사를 쓰다니 완전 쓰레기임,0.0,0.0,1.414213562373093,0.06349646925887784,22.272318112795723,0.9999999999999933
53,54,대단한 경영이네~~~~영끌 빛항공 그 많은돈 어디다 썻나 짚어서 책임지게 해라 세금 쓰지말고~~,0.0,0.0,1.4142135623730927,0.06173450406022544,22.90799260318729,1.0000000000000056
42,43,세금 = 재벌들 국개의원들 똥닦아주는 눈먼 돈,0.0,0.0,1.414213562373093,0.06523137634256347,21.67995896554935,0.9999999999999931
43,44,손에 손잡고~~벽을 넘어서~~~코리아나,0.0,0.0,1.414213562373093,0.06523137634256347,21.67995896554937,0.9999999999999931
41,42,그래서 한다는거야 만다는거야...,0.0,0.0,1.4142135623730927,0.06678397475883226,21.175941795618485,0.999999999999995
19,20,원래 은행은 재벌편,0.0,0.0,1.4142135623730927,0.06678397475883226,21.17594179561846,0.9999999999999954
25,26,하지마라하면 좀 하지마,0.0,0.0,1.414213562373093,0.0678016336026289,20.85810455042276,1.0000000000000058
26,27,아시아나살리자고 대한항공까지 망쳐버리는,1.0,0.0,1.4142135623730927,0.06678397475883226,21.17594179561846,0.9999999999999946
28,29,다 아는 내용 또 쓰냐?,0.0,0.0,1.4142135623730927,0.06678397475883226,21.175941795618456,0.9999999999999959
29,30,통합반대!!,0.0,0.0,1.4142135623730927,0.0691753621265032,20.443890988049667,1.0000000000000018
30,31,대한항공이여야지 무슨 코리아나냐 ㅡㅡ아시아나는 없어져야할 회사지,0.0,0.0,1.4142135623730927,0.0645954857205506,21.893380730832767,0.9999999999999923
1,2,지들끼리 나누어먹기지 누가봐도 이건 밀실합의다,0.0,0.0,1.414213562373093,0.06523137634256347,21.67995896554937,0.9999999999999931
32,33,코리아나에서 웃었닼...자존심상해,0.0,0.0,1.4142135623730927,0.06678397475883226,21.175941795618485,0.9999999999999954
18,19,하이고 모지리들 비행기 대부분 리스라 부채로 잡혀요,0.0,0.0,1.4142135623730927,0.06402156916908504,22.089642299114143,1.0000000000000042
34,35,밑빠진독에 물붙기 시작이네,0.0,0.0,1.4142135623730927,0.06678397475883226,21.17594179561846,0.9999999999999946
35,36,오천억정도몀 유상증자한다고 해도 개미들 벌때같이 달려들꺼 같은디 고작 그거가지고 뭔 생색을 그리도 내냐,0.0,0.0,1.4142135623730927,0.06173450406022544,22.907992603187274,1.0000000000000062
37,38,미쳤네. 아직 결론 난게 아무것도 없는데 이렇게 해도 되나모르겠네요,0.0,0.0,1.414213562373093,0.0630110689419269,22.443890988049535,1.0000000000000002
12,13,기사 잘써라,0.0,0.0,1.414213562373093,0.0678016336026289,20.85810455042269,1.0000000000000058
11,12,망한기업떠안는것도 이상한데이름도 바꾸는거니?,0.0,0.0,1.4142135623730927,0.06678397475883226,21.17594179561846,0.9999999999999946
10,11,아직 확정된거아니지않나? 이렇게 여론 몰이하지마라... 이런 기사들 흘리고 유야무야 은근슬쩍 통합하지말자.,0.0,0.0,1.414213562373093,0.06213451294960896,22.76051577840495,0.9999999999999953
61,62,살다 살다 조현아를 응원하게 될줄이야...,0.0,0.0,1.4142135623730927,0.06629007988278174,21.33371335309573,0.9999999999999988
