40.64468207747724	정보원 가짜문건과 플린 엮어 트럼프 캠프에 러시아 내통혐의 뒤집어 씌웠는데, 그 정보원 고용한게 힐러리 대선캠프이고 트럼프 사찰 및 도청한게 오바마. 그 사실을 알고 덮은채 특검 질질 끌며 트럼프 탄핵 몰아가게 방치한게 좌파카르텔에 먹힌 FBI. 사면권 남용 좋아하시네 힐러리 오바마 바이든이 반역죄 직권남용죄로 감방가야함
19.90127462017171	자꾸 유튜브만 보는 정신병자 취급 하는데 언론이 제 기능을 했다면 그럴 이유가 있었을까? 또한 유튜브는 무조건 가짜뉴스라고 하는데 현재 미국 부정선거 관련 이슈는 미국의 대표  뉴스 미디어 폭스tv로 보는 중이다
18.694436051043223	미국 대통령 선거는 12월임..아직 부정선거 재판도 열리지 않았는데 언론이 먼저 결론내네..한국의 415부정선거를 대하는 언론과 판박이네..이제야 언론이 썩었다는 걸  확실히 알게 됐다
14.526303891817971	우리나라 시각으로 오늘 새벽에 펜실베니아 에서 펜실베니아 의원이 주관하는 선거부정 증인 공청회가 열렸습니다 수십명의 증인들이 참관인들과 의원들 앞에서 증언했습니다.최소 수십만명 이상의 사람들이 유투브 라이브로 시청했고 저도 마찬가지입니다.펜실베니아 법원은 이 문제가 해결되기 전까지는 선거 결과를 인증할 수 없다고 발표했습니다.그러므로  여지껏 어느 언론사든 펜실베니아의 선거인단이 확정됬다고 하는곳은 가짜뉴스 이던지 그냥 외국 언론 퍼나르는 찌라시든지 둘중 하나입니다.
12.167918210865926	정작 러시아 스캔들 조작한 힐러리 일당은 검거도 안되고.. 미국도 참..  썩어 문드러졌다.
11.805164786901344	트럼프 재임되면  국내 주류 언론들이  보도안하고 침묵할거라고 하던데....본인 잇속과 정치적 색깔로 기사쓰는게 기자입니까.
10.840837609307458	진짜 저열한 인간이다. 바이든 정권에서 러시아대선개입 탈세 싹 털리길...
9.414635535665937	플린 장관은 코미 전 fbi 국장과 뮬러 전 특검에 의해 음해를 받았다가 무죄가 증명되어 사면을 받은거다. 뮬러와 코미의 청문회 영상 찾아봐라. 짐 조던 의원이 뮬러 전 특검 상대로 청문회 하는걸 보면 이들이 얼마나 부패했는지 알 수 있다. 뮬러와 코미의 뒤에는 오바마와 힐러리가 있다.
8.389823935044046	트럼프 한국 언론 전담 변호사 팀 꾸려서 손해배상 내면 수천억 벌겠다.
7.7738375107958575	어이구 혼자서 언론이 북치고 장구치네? 아직 트럼프 시작도 안함 ㅉㅉ 중국자본이 진짜 전세계 암덩어리다
7.200995416665253	퇴임결정되지않았음        가짜뉴스   가짜뉴스
7.110263278281666	거짓뉴스  하는 언론사들 신문 절대구독하지마세요
7.016410862281549	억울한 누명으로  3성장군을빵에 보내고 천벌을받을놈들 트럼프가 하나하나바로잡아갈꺼다
6.928355766329846	아직 선거인단 확정도 안됐는데 퇴임이니 인수인계니 가짜뉴스로 도배질하네. 기레기 언론들아 뭐 쫄리는거 있니? 4.15로 도화선 옮겨 터질까봐?
6.894603329304451	에에,   트럼프  재선  99.999% 던데...바이든   과   그 아류  쇠고랑 찰일만  남엇던데,  ㅋㅋㅋㅋㅋㅋㅋ
6.894603329304451	트럼프가 최악이면 바이든은 시궁창이다~
6.835503703126477	염치도 없는 몰상식한 인간 같으니. 트럼프는 정말 최악이다.
5.9470449052925165	트럼프 너또라이지 너얼굴보면 밥먹다가 구역질 난다
5.9470449052925165	트럼프 시대는 끝났다
5.517931123516372	CNN기사 퍼날랐다면 보나마자 가짜뉴스지모..알겠지? 한국일보 기자야 니가 퍼나른건 가짜라고 ㅋ 애쓴다 니들 진짜
5.314480629295099	대통령이 예수냐???  니죄를 사하노라
4.924422900284706	미대선을 언론이 결정하는거 아니다
4.919658674198012	아 진쨔 좀 재대로된 기자는 아예 없나부다 알구 쓰는건지 누가 쓰라구해서 쓰는건지  도무지 무슨 생각인지 기자는  맞을까 십다 한국기자들 정말 한심하다  한심해ᆢ
4.042971052227415	ㅋㅋㅋㅋ 미국도 참 뭣같은 나라야 ㅋㅋㅋ
3.8919186356323108	무슨 수준떨어지는 기자 꼬라지하곤 주제에 언론이라고 나라의 향배를 지가 결정하듯이 기사쓰고있네 ㅋㅋㅋ 김소연기자? 쪽팔린줄 아세요 ㅋㅋ
3.3136226199839203	ㅋ.ㅋ.ㅋ.퇴임한달.ㅋ.ㅋ.퇴임4년후될것같은 예감이들지.나만그런가
3.081389609654308	모든언론은  다  돌이킬수 없을많큼  썩었다~   민주주의를  살리려면  반드시  언론계혁이  필수이다
2.1404894254857987	썩어빠진 한국 언론
2.1209914939291394	CNN 하청업체네 우리나라 기자새리들은. 펜은 칼보다 강해도.돈보다는 약했다. 진실보도하는 곳은 없어
1.9745037750916905	퇴임을 앞두다니! 아직 선거인단 확정도 안 됐는데 왜 세뇌 선동질이지?
1.9612363506810606	폐간압둔 한국일보 무리수
1.9317040007310673	언론이 결정하지마라
1.58773222387173	이 사람은 원래 무죄야  누명쓰고 빼준 사람이 시드니파웰이야
0.9475584240119346	ㅋㅋㅋ   조나웃겨서    쪽팔리지도  아냐?   바이든 깜방 간다  잘봐라  ㅋㅋㅋ
0.6279898125815963	415 부정선거  소송 재검표는 왜 아직도  안하는데?...투표지   썪을때까지 기다리냐?
0.49186146278585396	조빸 cnn 죽은사람이 투표한 부정선거에 눈감는구나 ㅎ
0.39003740673706405	조지아주지사 탄핵한답니다 ㅋㅋ
0	4년더!
0	네들맘데로 퇴임하냐?
0	4년전 럼프 대통될때 CNN 앵커가 울었다~~~ 그런 CNN 이다~~~
0	개럼프
0	우리나라 x박이 뺨칠 정도네... 완전 돈벌레... 럼프도 짝대기 짚고 깜방갈겨~
